Date,Country,City,Killed,Injured,Description
2015-05-09,Iraq,Nineveh,13,0.0,Thirteen Kurds are executed by the Islamic State.
2015-05-09,Afghanistan,Paktia,2,5.0,Fundamentalists attack a cricket tournament and murder two people.
2015-05-09,Pakistan,Nazimabad,1,0.0,Sectarian Jihadis gun down a homeopathic doctor for being Shiite.
2015-05-10,Somalia,Baidoa,2,0.0,Two Ethiopians are beheaded by al-Shabaab.
2015-05-10,Iraq,Fallujah,6,11.0,A suicide bombing and several other blasts claim the lives of six people.
2015-05-10,Iraq,Taji,3,8.0,"Jihadis set off a bomb at an outdoor market, killing three patrons."
2015-05-10,Iraq,Tarmiyah,5,10.0,Five innocents are reduced to pulp by a suicide car bomber.
2015-05-10,Macedonia,Kumanovo,8,37.0,"Muslim terrorists wage a running battle with police, killing at least eight."
2015-05-10,Afghanistan,Kabul,3,18.0,A suicide bomber kills three riders on a bus.
2015-05-10,Pakistan,Karachi,2,0.0,Two friends are gunned down by Ahle Sunnat Wal Jamaat.
2015-05-10,Syria,Jisr al-Shughur,32,0.0,Thirty-two others are killed during a massive al-Qaeda attack on a town that began with a suicide bombing.
2015-05-10,Cameroon,Zelevet,2,0.0,Boko Haram ambush and kill two local soldiers.
2015-05-11,Iraq,Muqdadiyah,8,0.0,A father and son are among eight victims of sectarian executions found tortured and shot.
2015-05-11,DRC,Mavivi,5,7.0,Five people are hacked to death with machetes by Islamist 'rebels'.
2015-05-11,India,Anantnag,2,0.0,Muslim terrorists murder two guards at a road construction project.
2015-05-11,Pakistan,Rialto Chowk,3,6.0,Fundamentalists are suspected in a drive-by attack on transgenders that leaves three dead.
2015-05-11,Yemen,Najran,1,4.0,One resident is killed when Shiite militia send a rocket into a neighborhood from across the border.
2015-05-11,Pakistan,Barkamar,6,0.0,The lives of six tribesmen are brutally snuffed out by Taliban roadside bombers.
2015-05-12,Thailand,Pattani,1,0.0,Muslim terrorists gun down a village elder in his pickup truck.
2015-05-12,Pakistan,Kot Sabzol,1,0.0,A teen bride is honor killed by her conservative family over alleged sexual impropriety.
2015-05-12,Bangladesh,Bankalaparha,1,0.0,Four fundamentalists hack a secular blogger to death with knives on charges of being an atheist.
2015-05-12,Pakistan,Quetta,1,7.0,An innocent Shiite is gunned down in a targeted attack.
2015-05-12,Afghanistan,Kandahar,5,3.0,The Taliban are thought responsible for the bombing of a car that leave five family members dead.
2015-05-12,Libya,Benghazi,4,0.0,Four children are exterminated by an Islamic State rocket.
2015-05-12,Pakistan,Sheikh Otar,4,0.0,Four people lose their lives when religious radicals fire at random into a construction site.
2015-05-12,Iraq,Kazimiyah,10,25.0,"The Islamic State bomb a roadside stand serving food to Shiite pilgrims, killing ten."
2015-05-12,Iraq,Baghdad,2,9.0,Two Shiite pilgrims are sent to Allah by Sunni bombers.
2015-05-12,Iraq,Bab al-Sham,4,12.0,Three Islamic State rockets end the lives of four Shiite pilgrims.
2015-05-12,Iraq,Mashahidah,3,8.0,Three pilgrims are laid out by an ISIS roadside bomb.
2015-05-12,Kenya,Garissa,1,0.0,A guard at a refugee camp is cut down by al-Shabaab gunmen.
2015-05-12,Syria,Homs,4,17.0,Four bystanders are blown to bits when terrorists sit off two bombs in a Shiite district.
2015-05-13,Nigeria,Baale,29,0.0,Boko Haram murder twenty-nine people and torch their village.
2015-05-13,Iraq,Nineveh,3,0.0,Three men are forced to kneel on the street and then beheaded by religious 'fanatics'.
2015-05-13,Pakistan,Mashpangai,3,0.0,Three security personnel are machine-gunned at point-blank range by the Tehreek-e-Taliban.
2015-05-13,Thailand,Pattani,1,0.0,A 35-year-old man dies from injuries after being shot by Muslim 'insurgents'.
2015-05-13,Pakistan,Karachi,47,24.0,"Sunni extremists open fire point-blank on a bus carrying Ismaili minorities, slaughtering fifty."
2015-05-13,Egypt,Rafah,3,0.0,Islamists kill three civilians with a roadside bomb.
2015-05-13,Afghanistan,Lashkar Gah,7,7.0,Seven people are killed when gunmen attack a rival mosque.
2015-05-13,Afghanistan,Dukon,1,0.0,A government official is kidnapped from his home and beheaded by Sharia proponents.
2015-05-13,Syria,al-Sukhna,30,0.0,Thirty others are killed during an ISIS attack on a small town.
2015-05-14,Nigeria,Kayamla,30,0.0,Thirty villagers are massacred by Sharia fanatics.
2015-05-14,DRC,Mbau,23,0.0,Twenty-three more villagers are hacked to death with machetes and hatchets by ADF Islamists.
2015-05-14,Nigeria,Maiduguri,12,12.0,At least twelve Nigerians lose their lives to three female suicide bombers.
2015-05-14,Afghanistan,Kabul,14,7.0,Nine foreigners are among fourteen people massacred when the Taliban storm a guesthouse.
2015-05-14,Syria,al-Sukhna,1,0.0,A man is riddled with bullets after identifying himself as Shia to Sunnis.
2015-05-14,Syria,Palmyra,26,0.0,"Twenty-six villagers are butchered by the Islamic State, including ten beheaded."
2015-05-14,Nigeria,Kojiti,7,0.0,"Boko Haram open fire on families preparing for bed, killing seven members."
2015-05-14,Iraq,al-Baghdadi,3,27.0,ISIS car bombers take out three Iraqis.
2015-05-14,Iraq,Badush,20,0.0,Twenty captives are executed by the Islamic State.
2015-05-14,Iraq,Baghdad,4,17.0,Shiite militia burn four Sunnis to death in their homes.
2015-05-14,Thailand,Yala,0,20.0,Militant Muslims set off twenty-eight bombs within a few hours.
2015-05-14,Libya,Benghazi,8,11.0,Seven children are among eight killed when the Islamic State fires a rocket into an apartment building.
2015-05-14,Afghanistan,Kabul,1,0.0,Sharia proponents murder a prosecutor in his home.
2015-05-14,Iraq,Mosul,39,0.0,Thirty-nine Indian hostages are reportedly executed by the Islamic State.
2015-05-14,Thailand,Yala,1,0.0,A 32-year-old security guard loses his life to Muslim terrorists.
2015-05-15,Thailand,Narathiwat,1,3.0,Muslim terrorists ambush and kill security personnel riding past on motorbikes.
2015-05-15,Pakistan,Hyderabad,1,1.0,A Shiite man is killed in front of his wife by Sunni gunmen.
2015-05-15,Pakistan,Karachi,1,0.0,A policeman is shot to death by a Taliban on a motorbike.
2015-05-15,Iraq,Najaf,1,0.0,A prominent cleric is gunned down by Religion of Peace rivals.
2015-05-15,Somalia,Shabelle,15,0.0,"Islamists pour grenades and machine-gun fire into two towns, killing fifteen."
2015-05-15,Iraq,Jamiya,27,0.0,Thirteen people are killed in an ISIS attack. Fourteen others are taken captive and executed.
2015-05-15,Iraq,Ramadi,10,7.0,Three suicide bombers murder ten Iraqis.
2015-05-15,Kenya,Garissa,2,0.0,Islamists ambush and kill two police officers at their station.
2015-05-16,Nigeria,Madagali,3,20.0,Boko Haram murder three men and kidnap seven women.
2015-05-16,Iraq,Mahmoudiya,2,9.0,Two Iraqis are blown to bits by Mujahid bombers.
2015-05-16,Iraq,Baghdad,5,0.0,Fundamentalists storm a brothel and murder three men and two women.
2015-05-16,Nigeria,Damaturu,7,31.0,"Islamists strap a young girl into an explosives vest and send her into a bus station. At least seven others are massacred, not including the 'suicide' bomber."
2015-05-16,Pakistan,Pewar,1,0.0,A Shiite man is murdered by Sunnis while out collecting firewood.
2015-05-16,Afghanistan,Karikote,1,5.0,Fundamentalists shoot a youth to death for celebrating a soccer win.
2015-05-16,Yemen,Taez,15,100.0,"Shiite radicals capture an artillery battery and turn it on a town, killing at least fifteen civilians."
2015-05-16,Egypt,al-Arish,4,0.0,Three judges and their driver are machine-gunned by activists fighting for Islamic law.
2015-05-16,Syria,Palmyra,23,0.0,"Twenty-three civilians, including nine children, are massacred by the Islamic State."
2015-05-17,Afghanistan,Zankhan,2,3.0,Two policemen on patrol are laid out by a Taliban bomb.
2015-05-17,Afghanistan,Kabul,4,18.0,"Four innocents, including two women, are disintegrated by a Fedayeen suicide bomber near an airport."
2015-05-17,Syria,Palmyra,6,0.0,"Six more people are reported killed by ISIS, including three by beheading."
2015-05-17,Iraq,Ramadi,500,0.0,Five hundred civilians and soldiers are butchered when the Islamic State overrun a city.
2015-05-17,Iraq,Ramadi,5,12.0,Five people are blown to bits by a Shahid suicide car bomber.
2015-05-17,Israel,Nes Ziona,1,0.0,A 68-year-old security guard is brutally stabbed to death by a Palestinian.
2015-05-17,Iraq,Baiji,8,0.0,Eight refinery guards are blown up by a Shahid suicide bomber.
2015-05-17,Yemen,Shabwah,21,0.0,al-Qaeda claims to have killed twenty-one Shiites with heavy weapons.
2015-05-17,Iraq,Ramadi,10,15.0,A Fedayeen suicide car bomber slaughters ten Iraqis.
2015-05-17,Iraq,Shura,3,0.0,Three civilians are buried alive by the Islamic State after being forced to dig their own graves.
2015-05-18,Yemen,Nassab,10,0.0,Ten Shiites are killed by al-Qaeda in a roadside attack.
2015-05-18,Afghanistan,Kandahar,0,7.0,A Fedayeen suicide bomber self-detonates outside a hospital.
2015-05-18,Iraq,Husaybah,10,0.0,Ten civilians are killed trying to defend their homes from ISIS.
2015-05-18,Afghanistan,Janikhil,4,2.0,Four Afghans are shot to death by Sunni militants.
2015-05-18,Iraq,Kirkuk,2,0.0,Two brothers are kidnapped and tortured to death by sectarian rivals.
2015-05-18,Afghanistan,Khas Uruzgan,7,0.0,Seven Afghans lose their lives when Sunni extremists attack a government building.
2015-05-18,Syria,Palmyra,5,0.0,Two children are among five residents pulled apart when ISIS fire rockets into their neighborhood.
2015-05-18,Afghanistan,Ghazni,1,0.0,The Taliban murder a police chief.
2015-05-18,Iraq,Rashid,5,2.0,Five civilians are reduced to parts by Mujahid bombers.
2015-05-18,Afghanistan,Uruzgan,12,0.0,A series of attacks on police checkpoints by armed fundamentalists leave a dozen dead.
2015-05-19,Philippines,Maimbung,2,1.0,Two civilians are pumped full of holes by Abu Sayyaf gunmen.
2015-05-19,Nigeria,Barkin Ladi,27,0.0,Fulani terrorists massacre twenty-seven residents in overnight attacks on two Christian villages.
2015-05-19,Afghanistan,Kabul,4,42.0,"Four people, including a woman, bleed out following a suicide bombing in a parking lot."
2015-05-19,Syria,Haqef,6,0.0,A woman is among those killed during an ISIS attack on a Druze village.
2015-05-19,Libya,Qubbah,1,7.0,A Fedayeen suicide bomber kills one other person.
2015-05-19,Nigeria,Garkida,8,14.0,A Fedayeen suicide bomber takes the lives of eight patrons at a livestock market.
2015-05-19,Iraq,Mosul,1,0.0,A journalist is executed for refusing to join the caliphate.
2015-05-19,Afghanistan,Uruzgan,4,8.0,Taliban bombers take out four locals.
2015-05-20,Saudi Arabia,Najran,18,0.0,Shiite militias reportedly kill eighteen Saudis with a cross-border rocket barrage.
2015-05-20,Libya,Hawara,1,0.0,A Fedayeen suicide bomber kills one other person.
2015-05-20,Syria,Deir Ezzor,1,0.0,Religion of Peace proponents tie a man to a post and then blast him with a bazooka.
2015-05-20,Syria,Damascus,1,23.0,"Sunnis lob a mortar into a school, killing a teacher and injuring twenty-three students."
2015-05-20,Pakistan,Peshawar,1,0.0,"A man is gunned down in front of his daughter by Sharia activists, while taking her to school."
2015-05-21,Saudi Arabia,Dhahran,1,3.0,A civilian bleeds to death after Shia militia fire a rocket across the border.
2015-05-21,Uganda,Kireka Cell,1,0.0,A cleric is gunned down by Religion of Peace rivals.
2015-05-21,Nigeria,Ropp,9,0.0,Muslim 'mercenaries' set fire to a house and then surround it to prevent the family from leaving. Nine are burned alive.
2015-05-21,Iraq,Diyala,2,0.0,Two civilians lose their lives when suspected ISIS burn five homes.
2015-05-21,Yemen,Dhamar,2,0.0,The bodies of two journalists are discovered after being kidnapped by Ansar Allah.
2015-05-21,Iraq,Fallujah,1,0.0,A man is paraded through the streets and then hung from a bridge by the Islamic State.
2015-05-21,Pakistan,Karachi,3,0.0,A Sunni man and his two sons are murdered in a targeted sectarian attack.
2015-05-21,Syria,Palmyra,100,0.0,ISIS releases pictures of some one-hundred beheading victims shortly after taking a small city.
2015-05-21,Libya,Misrata,2,2.0,Two people are killed by an ISIS suicide bomber.
2015-05-22,Pakistan,Hayatabad,2,2.0,Two are killed when Sunni radicals fire on a Shiite family.
2015-05-22,Egypt,Sinai,1,0.0,A local soldier is abducted from an ambulance and executed in cold blood by Ansar Beit al-Maqdis.
2015-05-22,Syria,Palmyra,200,0.0,Two-hundred more Syrians are rounded up and executed by the Islamic State.
2015-05-22,Saudi Arabia,Qadeeh,21,81.0,"An ISIS suicide bomber detonates at a Shia mosque, slaying twenty-one worshippers."
2015-05-22,Nigeria,Jwamda-Kobla,10,0.0,Sharia proponents sneak into a village and slaughter ten residents with knives.
2015-05-22,Syria,Hasakah,2,0.0,Children watch as two captives are shot in the back of the head by caliphate members.
2015-05-22,Afghanistan,Faryab,2,0.0,A woman kills herself after the Taliban murder her husband with a roadside bomb.
2015-05-22,Somalia,Awdigle,7,17.0,At least seven others are killed when al-Shabaab members attack a small town.
2015-05-22,Somalia,Mogadishu,3,1.0,Pro-Sharia activists block a transport carrying government workers and machine-gun three point-blank.
2015-05-22,Saudi Arabia,Tawal,1,3.0,A child is dismantled by a Shiite rocket.
2015-05-22,Afghanistan,Ankhoy,0,15.0,Fundamentalists throw a grenade into a wedding party over music.
2015-05-22,Yemen,Sanaa,0,13.0,Children are among the casualties when ISIS set off bombs at rival mosques.
2015-05-23,Afghanistan,Bala Boluk,4,1.0,Four local cops are shot to death by religious radicals.
2015-05-23,Pakistan,Badrashi,2,2.0,Islamic militants are thought responsible for a shooting attack that leaves a mother and her son dead.
2015-05-23,Iraq,Baiji,16,0.0,Caliphate members slit the throats of sixteen traders transporting food into a city.
2015-05-23,Afghanistan,Uruzgan,2,0.0,Two gentlemen are turned into pulp by Taliban bombers.
2015-05-23,Egypt,Sharqeya,1,8.0,"Islamists detonate a bomb under a bridge, killing a passerby."
2015-05-23,Somalia,Mogadishu,1,0.0,A member of parliament is gunned down by an Islamist group.
2015-05-23,Afghanistan,Gilan,4,0.0,"A family of four, including two children, is neatly disassembled by a well-placed Taliban bomb."
2015-05-23,Pakistan,Datta Khel,3,3.0,Religious extremists are blamed for an ambush that leaves three security personnel dead.
2015-05-24,Afghanistan,Jawzjan,2,0.0,An adulterous couple is shot to death by their families on orders of a religious council.
2015-05-24,Afghanistan,Sangin,13,24.0,A Taliban assault on police checkpoints leaves thirteen defenders dead.
2015-05-24,Syria,Palmyra,400,0.0,Women and children comprise the bulk of 400 civilians executed in cold blood by the Islamic State.
2015-05-24,Syria,Raqqa,1,0.0,A 20-year-old captive is burned alive for refusing sex with Islamic State members.
2015-05-24,Pakistan,Bolochistan,3,15.0,The Taliban is suspected of a bomb attack that produces three bodies.
2015-05-24,Iraq,Mosul,2,0.0,Two men are shot in the back of the head by ISIS.
2015-05-24,Nigeria,Benue,96,0.0,Ninety-six are confirmed dead following a church-burning spree by militant Muslims.
2015-05-25,Pakistan,Quetta,1,0.0,A Shiite trader is shot to death on the street by Sunni extremists.
2015-05-25,Pakistan,Quetta,2,9.0,A female doctor is among two Hazara religious minorities murdered in an attack outside a medical center.
2015-05-25,Afghanistan,Shaheedan,3,0.0,Taliban in uniform murder three policemen.
2015-05-25,Nigeria,Gubio,43,50.0,Children are among dozens killed after Boko Haram briefly takes over a small village.
2015-05-25,Afghanistan,Naw Zad,26,3.0,Over two-dozen defenders lose their lives to a brutal suicide assault by armed fundamentalists on a police compound.
2015-05-25,Afghanistan,Zabul,5,73.0,Two women are among five killed in a massive suicide truck bombing that leaves over seventy others wounded.
2015-05-25,Afghanistan,Guzara,1,0.0,A tribal elder is ambushed and killed by the Taliban.
2015-05-25,India,Shyamnagar,1,0.0,A 19-year-old is 'honor' strangled by her brother after marrying without her conservative family's permission.
2015-05-25,Somalia,Diinsoor,4,0.0,Four men are executed by al-Shabaab.
2015-05-25,India,Sopore,1,2.0,"Fundamentalists fire on a mobile shop, killing an employee."
2015-05-25,Afghanistan,Shah Wali Kot,6,0.0,All six people in a civilian vehicle are blown to bits by a Sunni bomb blast.
2015-05-25,Tunisia,Tunis,6,10.0,The Islamic State claims an attack at a barracks in which an alleged recruit shot six soldiers in the back.
2015-05-25,India,Kashmir,3,4.0,"Lashkar-e-Islam fire on a patrol of soldiers, killing three."
2015-05-26,Iraq,Nimrud,1,0.0,An 80-Year-Old Christian woman is burned alive for failing to comply with Sharia restrictions.
2015-05-26,Thailand,Pattani,2,0.0,A teacher is among two people riddled with bullets by militant Muslims.
2015-05-26,Kenya,Yumbis,25,0.0,Over two dozen police are murdered by al-Shabaab in a single attack.
2015-05-26,Afghanistan,Maidan Wardak,2,3.0,Two Taliban suicide bombers kill two guards.
2015-05-27,Syria,Palmyra,20,0.0,Twenty more people are executed by the Islamic State - this time in an ancient theater.
2015-05-27,Iraq,Shingal,1,0.0,A sex slave who tried to escape ISIS is killed by having her legs cut off.
2015-05-27,Pakistan,Quetta,2,1.0,Two Hazara religious minorities are gunned down outside their shop by Sunni radicals.
2015-05-27,Pakistan,Gulberg,3,2.0,Three local cops are gunned down by suspected Islamists.
2015-05-27,Iraq,Kirkuk,1,0.0,A mosque's imam is kidnapped and abducted by Religion of Peace rivals.
2015-05-27,Iraq,Fallujah,17,9.0,Seventeen Iraqis are taken out by Fedayeen suicide bombers.
2015-05-28,Yemen,Aden,1,1.0,A local governor is assassinated by Shiite radicals.
2015-05-28,Iraq,Baghdad,10,27.0,"ISIS sets off a bomb outside a hotel, killing ten innocents."
2015-05-28,Iraq,Baghdad,4,15.0,A second blast outside a different hotel lays out five more.
2015-05-28,Pakistan,Dera Ismail Khan,2,2.0,"Religious extremists fire a rocket at a group of cops, killing two."
2015-05-28,Thailand,Pattani,1,1.0,"Muslim 'insurgents' fire on a married couple, killing the man and injuring his wife."
2015-05-28,Saudi Arabia,Zahran,2,4.0,Two people are killed when Shia militia fire rockets across the border from Yemen.
2015-05-28,Iraq,Mosul,3,0.0,Three Kurds are executed by the Islamic State.
2015-05-29,Pakistan,Lahore,1,6.0,"A suicide bomber detonates at an international cricket match, killing a guard."
2015-05-29,Iraq,Baghdad,3,10.0,Three passengers are killed when Jihadis set off a bomb on a bus.
2015-05-29,Syria,Palmyra,1,0.0,A captive is forced to dig his own grave before being beheaded to shouts of 'Allah Akbar'.
2015-05-29,Chad,Choua,4,4.0,A Boko Haram attack leaves four dead.
2015-05-29,Nigeria,Tashan Alade,7,30.0,Seven people at a wedding are blown to bits by a Shahid suicide bomber.
2015-05-29,Libya,Benghazi,8,8.0,Eight people lose their lives to an Islamist rocket attack on their neighborhood.
2015-05-29,Pakistan,Malir,2,0.0,Two men sitting outside a music event are shot to death by terrorists.
2015-05-29,Saudi Arabia,Dammam,3,4.0,At least three others are killed by a suicide bomber outside a Shia mosque..
2015-05-30,Thailand,Pattani,2,0.0,Two off-duty soldiers are shot off their motorbikes by militant Muslims.
2015-05-30,Nigeria,Maiduguri,13,16.0,"Boko Haram fire rockets into homes, killing thirteen, including women and five children."
2015-05-30,Nigeria,Maiduguri,26,28.0,Over two dozen worshippers at a mosque are disassembled by a Fedayeen suicide bomber.
2015-05-30,Afghanistan,Lashkar Gah,1,0.0,A secular teacher is assassinated by Sharia proponents.
2015-05-30,Philippines,Jolo,0,15.0,Muslim bombers injure fifteen people at a rival mosque.
2015-05-30,Iraq,Balad,6,14.0,A half-dozen Shiites are sent to Allah by ISIS bombers.
2015-05-30,Afghanistan,Dara-e-Sof,5,1.0,Talibanis attack a security checkpoint and kill five officers.
2015-05-30,Nigeria,Dala,7,0.0,A family of seven is wiped out by a Boko Haram RPG.
2015-05-31,Pakistan,Kamoke,3,0.0,A man and his son are among three election workers machine-gunned by the Tehreek-e-Taliban.
2015-05-31,Thailand,Pattani,1,11.0,Two bomb blasts by Muslim 'separatists' leave one dead.
2015-05-31,Libya,Misrata,5,7.0,An Islamic State suicide car bomber takes the lives of five bystanders at a city entrance.
2015-05-31,Afghanistan,Logar,3,4.0,A teacher and two students are killed when Muslim extremists fire a rocket into a government school.
2015-05-31,Iraq,Baghdad,1,0.0,"Video is released of a man being burned alive by the Shia militia group, Imam Ali."
2015-05-31,Syria,Aleppo,12,15.0,"An al-Qaeda linked group sends rockets into a neighborhood, killing a dozen residents."
2015-06-01,Iraq,Ramadi,47,63.0,A coordinated attack by three ISIS suicide bombers leaves forty-seven Iraqi soldiers dead.
2015-06-01,Iraq,Baghdad,10,27.0,Jihadis murder ten Iraqis in a series of attacks.
2015-06-01,Pakistan,Angor Adda,2,0.0,Two people are kidnapped and shot to death by Sharia proponents.
2015-06-01,Syria,Mayadin,1,0.0,A gay man is thrown off a rooftop by the Caliphate.
2015-06-01,Syria,Mayadin,4,0.0,Four young people are executed for apostasy.
2015-06-01,Afghanistan,Asmar,1,0.0,A secular school teacher is shot to death by pro-Sharia radicals.
2015-06-01,Afghanistan,Balkh,11,0.0,Nine aid workers and their two guards are shot to death in their compound by religious radicals.
2015-06-01,Afghanistan,Helmand,1,4.0,A woman is disassembled in her own home by a Sunni rocket.
2015-06-01,Afghanistan,Surkh Abad,2,1.0,A father and son are blown to smithereens by a Taliban rocket.
2015-06-01,Iraq,Jadaa,80,0.0,"A mass grave is discovered containing the victims of eighty Yazidi religious minorities butchered by the Islamic State, including thirty-three children and twenty women."
2015-06-01,Pakistan,Wana,3,0.0,An early morning blast claims the lives of three election workers.
2015-06-01,Pakistan,Tank,7,8.0,At least seven people bleed out following a bombing at party by suspected Islamists.
2015-06-02,Syria,Umm al-Qura,35,0.0,"Thirty-five Syrians are beheaded or otherwise executed by ISIS ""with help from Allah."""
2015-06-02,Nigeria,Maiduguri,53,30.0,Islamists send a suicide bomber into a meat market to claim the lives of about fifty innocents.
2015-06-02,Nigeria,Maiduguri,5,8.0,"A Muslim detonates a suicide vest at an abattoir, taking five bystanders with him."
2015-06-02,Syria,Deir Ezzor,1,0.0,A woman is stoned to death for adultery.
2015-06-02,Iraq,Baiji,28,36.0,Four Holy Warrior suicide bombers slaughter twenty-eight Iraqis.
2015-06-02,Iraq,Baghdad,6,13.0,Mujahideen take out six patrons in mid-bite with a car bomb blast outside a restaurant.
2015-06-02,Afghanistan,Herat,1,0.0,A former translator for the U.S. is tortured and killed by Taliban fundamentalists.
2015-06-03,Iraq,Nineveh,1,0.0,A gay man is hung by his feet and then dropped from a building by Allah praisers.
2015-06-03,Iraq,Baghdad,4,11.0,Four people are killed when Jihadis set off a bomb near an auto parts shop.
2015-06-03,Iraq,Baghdad,7,17.0,Terrorists set off three bombs that leave seven dead.
2015-06-03,Iraq,Fallujah,4,7.0,Four people are blown to bits by a Fedayeen suicide bomber.
2015-06-03,Egypt,Giza,2,0.0,Fundamentalists on motorcycles shoot two tourism guards to death near the pyramids.
2015-06-03,Syria,Hasaka,2,0.0,Two men are shot in the back of the head by the Islamic State.
2015-06-03,Afghanistan,Nangarhar,10,0.0,Ten captives are beheaded by ISIS.
2015-06-03,Algeria,Batna,5,2.0,Two attacks by al-Qaeda leave five others dead.
2015-06-03,Thailand,Yala,4,0.0,Off-duty soldiers riding in a civilian vehicle are machine-gunned point-blank by Muslim terrorists.
2015-06-03,Nigeria,Maiduguri,6,29.0,Six people are sectionalized by a Boko Haram blast at a mechanic's garage.
2015-06-04,Afghanistan,Lashkar Gah,4,6.0,A suicide bomber takes out four Afghans.
2015-06-04,Libya,Derna,1,0.0,A local soldier is beheaded in front of a mosque by ISIS as kids look on.
2015-06-04,Nigeria,Maiduguri,8,0.0,Eight Nigerians are pulled into pieces by a Fedayeen suicide bomber.
2015-06-04,Nigeria,Yola,45,40.0,"Two suicide bombers detonate at a packed market, slaughtering over forty innocents."
2015-06-04,Iraq,Tharthar Lake,2,6.0,A suicide bomber kills two other people.
2015-06-04,Iraq,Baghdad,2,7.0,Two people bleed to death following an Islamist bomb blast at an industrial area.
2015-06-04,Iraq,Barwana,6,4.0,"The Islamic State sends rockets into a small town, killing six."
2015-06-04,Iraq,al-Mazraa,4,9.0,Four people are left dead following an ISIS mortar barrage.
2015-06-04,Iraq,Fallujah,17,8.0,A suicide assault on a security base produces seventeen dead Iraqis.
2015-06-04,Iraq,Fallujah,2,0.0,Two more gay men are thrown from a rooftop by the Islamic State.
2015-06-05,Saudi Arabia,Jizan,4,0.0,Four Saudis are killed in a cross-border attack by Shiite militia.
2015-06-05,Iraq,Baqubah,5,0.0,A brutal roadside blast takes out five civilians.
2015-06-06,Somalia,Wajir,3,0.0,"An Islamist opens fire on a group of people, killing three - including a woman."
2015-06-06,Philippines,Maluso,1,0.0,A man is captured and beheaded by Abu Sayyaf.
2015-06-06,Iraq,Balad Ruz,15,37.0,A suicide car bomber lays out fifteen patrons at a restaurant district.
2015-06-06,Iraq,Baghdad,10,28.0,A series of Islamic State bomb blasts produce ten dead Iraqis.
2015-06-07,Iraq,Qara Tapa,1,0.0,A civilian is kidnapped and burned alive by caliphate members.
2015-06-07,Libya,Misrata,4,2.0,Islamic State members capture four guards and slit their throats.
2015-06-07,Nigeria,Borno,2,4.0,Two people are reduced to parts by a female suicide bomber along a highway.
2015-06-07,Pakistan,Quetta,5,0.0,Five people are shot to death in Sunni raids on two tea shops belonging to the Hazara religious minority.
2015-06-07,Nigeria,Maiduguri,16,24.0,Boko Haram bombers turn an outdoor market into a mass of blood and body parts.
2015-06-07,Iraq,Qayara,2,0.0,Two Iraqi policemen are executed by ISIS.
2015-06-08,Saudi Arabia,Dhahran Al-Janoub,2,0.0,Two border guards are killed by Shiite rockets.
2015-06-08,Pakistan,North Waziristan,7,14.0,Seven others are killed by a religious radical with a suicide vest.
2015-06-08,Egypt,Sheihk Zuweid,1,5.0,Velayat Sinai Islamists gun down a local soldier manning a checkpoint.
2015-06-08,Nigeria,Huyum,19,3.0,"Islamists walk into a village and begin shooting indiscriminately, slaughtering nineteen innocents."
2015-06-09,Afghanistan,Faryab,5,2.0,A family of five is wiped out by a Taliban bomb blast at their home.
2015-06-09,Libya,Sirte,3,0.0,Three guards at a power plant are killed by Islamic State militants.
2015-06-09,Pakistan,Sopore,1,0.0,A pharmacist is shot to death by Lashkar-e-Islam.
2015-06-09,Iraq,Youssifiyah,4,8.0,Four Iraqis are sent to Allah by Mujahid bombers.
2015-06-09,Iraq,Baghdad,10,24.0,Three women are among ten restaurant patrons pulled into pieces by a Religion of Peace blast.
2015-06-09,Afghanistan,Bagram,1,1.0,A female American civilian is killed by a Taliban rocket.
2015-06-09,Pakistan,Shah Latif,1,0.0,A Shiite official is gunned down by the Tehreek-e-Taliban.
2015-06-09,Thailand,Narathiwat,2,0.0,A 53-year-old man and his teenage son are shot to death in their truck by Muslim 'separatists'.
2015-06-09,Iraq,Baghdad,6,21.0,"Jihadis bomb a vegetable market, taking out a half-dozen shoppers."
2015-06-09,Nigeria,Matangale,16,0.0,"Boko Haram open fire on women gathered to do laundry, killing sixteen."
2015-06-09,Nigeria,Borno,27,0.0,Over two dozen people lose their lives when Islamists open fire on residents of two villages (Buraltima and Dirmanti).
2015-06-09,Iraq,Fallujah,9,15.0,Two suicide bombers take out nine Iraqis.
2015-06-10,Iraq,Baghdad,9,22.0,Nine people are disassembled by a suicide bomb blast along a city street.
2015-06-10,Syria,Qalb Loze,20,0.0,A child and several elderly people are among twenty Druze murdered in cold blood by al-Qaeda.
2015-06-10,Iraq,Mahmoudiya,3,7.0,Jihadis plant a bomb on a motorcycle that leaves three dead patrons in a commercial district.
2015-06-10,Egypt,Luxor,0,4.0,Two suicide bombers attack a popular tourist site.
2015-06-10,Mali,Misseni,1,0.0,Gunmen murder a cop while shouting praises to Allah.
2015-06-10,Iraq,Ghazlani,130,0.0,An ISIS mass execution produces one-hundred and thirty dead captives.
2015-06-11,Cameroon,Makari,2,23.0,Two Cameroon soldiers are killed by a Boko Haram rocket attack on their way to protect a village.
2015-06-11,Egypt,Sinai,1,0.0,ISIS in Egypt force a man to dig his own grave before shooting him in the head.
2015-06-11,Pakistan,Hayatabad,2,6.0,The Taliban take credit for a Shahid suicide bombing that leaves two others dead.
2015-06-12,Egypt,Sharqia,1,0.0,A teacher who opposed the Muslim Brotherhood is assassinated by three members.
